sentence_id,volume,group_start,text_raw,text_norm,avg_logprob,no_speech_prob,t_start,t_end,media_file,src_file,source,flags
2315,3,2301,"苏格兰,英格兰和威尔士都在英国。","苏格兰,英格兰和威尔士都在英国。",-0.1867,0.0356,206.459,209.859,transcript_media/en/ZS_F3_2315_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 03:26.46-03:29.86,
2316,3,2301,长城在中国,长城在中国,-0.5835,0.0567,222.459,223.924,transcript_media/en/ZS_F3_2316_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 03:42.46-03:43.92,
2317,3,2301,加州大学洛杉矶分校在洛杉矶,加州大学洛杉矶分校在洛杉矶,-0.2435,0.0429,234.663,237.364,transcript_media/en/ZS_F3_2317_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 03:54.66-03:57.36,
2318,3,2301,Google Hamburg is in New York.,Google Hamburg is in New York.,-0.6055,0.0243,249.364,251.329,transcript_media/en/ZS_F3_2318_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 04:09.36-04:11.33,
2319,3,2301,未成在雅典,未成在雅典,-0.4389,0.0356,262.388,263.783,transcript_media/en/ZS_F3_2319_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 04:22.39-04:23.78,
2320,3,2301,Kremlin Palace in Moscow,Kremlin Palace in Moscow,-0.7842,0.0548,274.110,276.022,transcript_media/en/ZS_F3_2320_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 04:34.11-04:36.02,
2321,3,2301,五角大楼在华盛顿特区,五角大楼在华盛顿特区,-0.2030,0.0162,287.257,289.424,transcript_media/en/ZS_F3_2321_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 04:47.26-04:49.42,
2322,3,2301,自行车和汽车都是交通工具。,自行车和汽车都是交通工具。,-0.1954,0.0208,301.810,304.390,transcript_media/en/ZS_F3_2322_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 05:01.81-05:04.39,
2323,3,2301,警方想询问两名男子关于上周抢劫的事。,警方想询问两名男子关于上周抢劫的事。,-0.1942,0.0957,317.327,321.115,transcript_media/en/ZS_F3_2323_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 05:17.33-05:21.11,
2324,3,2301,"Fortunately, the news is not as bad as we expected.","Fortunately, the news is not as bad as we expected.",-0.3174,0.0449,335.082,338.155,transcript_media/en/ZS_F3_2324_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 05:35.08-05:38.15,
2325,3,2301,Do the police know how the car accident happened?,Do the police know how the car accident happened?,-0.3567,0.0348,350.594,352.901,transcript_media/en/ZS_F3_2325_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 05:50.59-05:52.90,
2326,3,2301,32 degrees is too hot for me.,32 degrees is too hot for me.,-0.1415,0.0084,363.853,365.887,transcript_media/en/ZS_F3_2326_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 06:03.85-06:05.89,
2327,3,2301,I need more than $10. $10 isn't enough.,I need more than $10. $10 isn't enough.,-0.1942,0.0036,383.597,386.909,transcript_media/en/ZS_F3_2327_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 06:23.60-06:26.91,
2328,3,2301,"我不只需要60块钱,60块钱不够。","我不只需要60块钱,60块钱不够。",-0.1961,0.1453,399.243,403.166,transcript_media/en/ZS_F3_2328_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 06:39.24-06:43.17,
2329,3,2301,你觉得在纽约玩两天的时间够吗?,你觉得在纽约玩两天的时间够吗?,-0.1288,0.0233,416.020,419.156,transcript_media/en/ZS_F3_2329_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 06:56.02-06:59.16,
2330,3,2301,有关健康的问题叫健康问题。,有关健康的问题叫健康问题。,-0.3340,0.0636,431.948,434.588,transcript_media/en/ZS_F3_2330_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 07:11.95-07:14.59,
2331,3,2301,The chocolate with milk is called milk chocolate.,The chocolate with milk is called milk chocolate.,-0.4626,0.0916,447.276,450.101,transcript_media/en/ZS_F3_2331_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 07:27.28-07:30.10,
2332,3,2301,工厂监督员,工厂监督员,-0.5391,0.0167,465.100,468.520,transcript_media/en/ZS_F3_2332_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 07:45.10-07:48.52,
2333,3,2301,考试的结果叫做考试成绩。,考试的结果叫做考试成绩。,-0.2284,0.0144,481.570,484.039,transcript_media/en/ZS_F3_2333_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 08:01.57-08:04.04,
2334,3,2301,石油公司所發生的醜聞叫做石油公司醜聞。,石油公司所發生的醜聞叫做石油公司醜聞。,-0.2456,0.0142,498.404,501.982,transcript_media/en/ZS_F3_2334_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 08:18.40-08:21.98,
2335,3,2301,一座五层楼的建筑叫五层楼建筑。,一座五层楼的建筑叫五层楼建筑。,-0.2303,0.0508,515.714,518.733,transcript_media/en/ZS_F3_2335_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 08:35.71-08:38.73,
2336,3,2301,一个年龄三十岁的男人叫三十岁的男人。,一个年龄三十岁的男人叫三十岁的男人。,-0.1938,0.0695,532.300,535.737,transcript_media/en/ZS_F3_2336_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 08:52.30-08:55.74,
2337,3,2301,持续12周的课程叫12周的课程。,持续12周的课程叫12周的课程。,-0.1962,0.0388,549.749,552.979,transcript_media/en/ZS_F3_2337_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 09:09.75-09:12.98,
2338,3,2301,要开车两个小时的时间叫两小时的车程。,要开车两个小时的时间叫两小时的车程。,-0.1668,0.0909,567.165,570.777,transcript_media/en/ZS_F3_2338_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 09:27.16-09:30.78,
2339,3,2301,有两部分的考题叫做两部分的考题。,有两部分的考题叫做两部分的考题。,-0.3394,0.0344,584.425,587.713,transcript_media/en/ZS_F3_2339_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 09:44.43-09:47.71,
2340,3,2301,Tomorrow's meeting is canceled.,Tomorrow's meeting is canceled.,-0.6016,0.0115,600.224,601.791,transcript_media/en/ZS_F3_2340_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 10:00.22-10:01.79,
2341,3,2301,上周的暴风雨造成了严重损害。,上周的暴风雨造成了严重损害。,-0.1745,0.0334,616.556,619.103,transcript_media/en/ZS_F3_2341_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 10:16.56-10:19.10,
2342,3,2301,Tourism is the main industry in the region.,Tourism is the main industry in the region.,-0.5186,0.0212,633.212,635.551,transcript_media/en/ZS_F3_2342_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 10:33.21-10:35.55,
2343,3,2301,我昨晚在超市買了足夠一周的食品雜貨。,我昨晚在超市買了足夠一周的食品雜貨。,-0.2108,0.0604,651.957,655.527,transcript_media/en/ZS_F3_2343_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 10:51.96-10:55.53,
2344,3,2301,"我一整天,一分钟都没有休息。","我一整天,一分钟都没有休息。",-0.2360,0.1183,670.320,672.860,transcript_media/en/ZS_F3_2344_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 11:10.32-11:12.86,
2345,3,2301,"我不想要你帮我买单,我自己来。","我不想要你帮我买单,我自己来。",-0.1417,0.0411,685.435,688.229,transcript_media/en/ZS_F3_2345_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 11:25.44-11:28.23,
2346,3,2301,你会有时候自言自语吗?,你会有时候自言自语吗?,-0.1558,0.0343,699.184,701.031,transcript_media/en/ZS_F3_2346_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 11:39.18-11:41.03,
2347,3,2301,"如果你还想吃,就自己来吧! If you still want to eat, just do it yourself!","如果你还想吃,就自己来吧! If you still want to eat, just do it yourself!",-0.4321,0.0257,712.502,714.374,transcript_media/en/ZS_F3_2347_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 11:52.50-11:54.37,
2348,3,2301,This is not our fault. You can't blame us.,This is not our fault. You can't blame us.,-0.3669,0.0156,726.480,729.206,transcript_media/en/ZS_F3_2348_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 12:06.48-12:09.21,
2349,3,2301,"这是我们的错,我们只能怪自己。","这是我们的错,我们只能怪自己。",-0.2098,0.0223,741.085,743.363,transcript_media/en/ZS_F3_2349_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 12:21.09-12:23.36,
2350,3,2301,"我好紧张,我放松不了。","我好紧张,我放松不了。",-0.1913,0.1176,754.996,757.517,transcript_media/en/ZS_F3_2350_en.mp3,GLOSSIKA-ENZS-F3-GMS-2301A.mp3,F3-GMS-2301A 12:35.00-12:37.52,
2351,3,2351,What time should we meet?,What time should we meet?,-0.1954,0.0265,10.868,12.438,transcript_media/en/ZS_F3_2351_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 00:10.87-00:12.44,
2352,3,2351,"He got up, washed, shaved, and got dressed.","He got up, washed, shaved, and got dressed.",-0.1983,0.0241,24.177,27.795,transcript_media/en/ZS_F3_2352_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 00:24.18-00:27.80,
2353,3,2351,How long have you and Kenichi known each other? How long have you known one another?,How long have you and Kenichi known each other? How long have you known one another?,-0.2214,0.1076,42.278,44.337,transcript_media/en/ZS_F3_2353_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 00:42.28-00:44.34,
2354,3,2351,Kasumi and Linda don't like each other. They don't like one another.,Kasumi and Linda don't like each other. They don't like one another.,-0.0722,0.0082,56.980,59.307,transcript_media/en/ZS_F3_2354_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 00:56.98-00:59.31,
2355,3,2351,Do you and Henrik live near each other? Do you two live near one another?,Do you and Henrik live near each other? Do you two live near one another?,-0.0954,0.0967,72.588,74.687,transcript_media/en/ZS_F3_2355_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 01:12.59-01:14.69,
2356,3,2351,I'm not going to do your work for you. You can do it yourself.,I'm not going to do your work for you. You can do it yourself.,-0.1251,0.0336,86.775,90.018,transcript_media/en/ZS_F3_2356_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 01:26.78-01:30.02,
2357,3,2351,"The movie itself wasn't very good, but I loved the music.","The movie itself wasn't very good, but I loved the music.",-0.1821,0.0116,103.724,107.092,transcript_media/en/ZS_F3_2357_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 01:43.72-01:47.09,
2358,3,2351,Even Magda herself doesn't think she'll get the new job.,Even Magda herself doesn't think she'll get the new job.,-0.1000,0.0020,120.870,123.566,transcript_media/en/ZS_F3_2358_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 02:00.87-02:03.57,
2359,3,2351,She climbed out of the swimming pool and dried herself off with a towel.,She climbed out of the swimming pool and dried herself off with a towel.,-0.0842,0.0102,136.800,140.039,transcript_media/en/ZS_F3_2359_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 02:16.80-02:20.04,
2360,3,2351,"I tried to study, but I couldn't concentrate.","I tried to study, but I couldn't concentrate.",-0.2427,0.0050,152.528,155.752,transcript_media/en/ZS_F3_2360_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 02:32.53-02:35.75,
2361,3,2351,"If somebody attacks you, you need to be able to defend yourself.","If somebody attacks you, you need to be able to defend yourself.",-0.1193,0.0154,169.399,172.631,transcript_media/en/ZS_F3_2361_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 02:49.40-02:52.63,
2362,3,2351,You're always rushing around. Why don't you sit down and relax?,You're always rushing around. Why don't you sit down and relax?,-0.2048,0.0100,186.224,189.766,transcript_media/en/ZS_F3_2362_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 03:06.22-03:09.77,
2363,3,2351,Some people are very selfish. They think only of themselves.,Some people are very selfish. They think only of themselves.,-0.1742,0.0097,203.899,206.885,transcript_media/en/ZS_F3_2363_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 03:23.90-03:26.89,
2364,3,2351,We couldn't get back into the house because we'd locked ourselves out.,We couldn't get back into the house because we'd locked ourselves out.,-0.0980,0.0156,220.123,223.406,transcript_media/en/ZS_F3_2364_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 03:40.12-03:43.41,
2365,3,2351,They're not speaking to each other anymore.,They're not speaking to each other anymore.,-0.1462,0.0139,235.874,237.685,transcript_media/en/ZS_F3_2365_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 03:55.87-03:57.68,
2366,3,2351,"We'd never met before, so we introduced ourselves to one another.","We'd never met before, so we introduced ourselves to one another.",-0.1149,0.0284,249.871,253.375,transcript_media/en/ZS_F3_2366_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 04:09.87-04:13.38,
2367,3,2351,A friend of mine is getting married this Saturday.,A friend of mine is getting married this Saturday.,-0.1867,0.0150,266.181,268.730,transcript_media/en/ZS_F3_2367_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 04:26.18-04:28.73,
2368,3,2351,We took a trip with some friends of ours.,We took a trip with some friends of ours.,-0.2066,0.0069,280.887,283.110,transcript_media/en/ZS_F3_2368_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 04:40.89-04:43.11,
2369,3,2351,Pietro had an argument with the neighbor of his.,Pietro had an argument with the neighbor of his.,-0.1313,0.0114,294.680,297.129,transcript_media/en/ZS_F3_2369_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 04:54.68-04:57.13,
2370,3,2351,That woman over there is a friend of my sister's.,That woman over there is a friend of my sister's.,-0.1897,0.0565,308.942,311.155,transcript_media/en/ZS_F3_2370_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 05:08.94-05:11.16,
2371,3,2351,My sister graduated from college and is living on her own. She's living by herself.,My sister graduated from college and is living on her own. She's living by herself.,-0.1579,0.0170,325.636,328.398,transcript_media/en/ZS_F3_2371_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 05:25.64-05:28.40,
2372,3,2351,I don't want to share a room with anybody. I want my own room.,I don't want to share a room with anybody. I want my own room.,-0.1596,0.0307,341.487,344.882,transcript_media/en/ZS_F3_2372_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 05:41.49-05:44.88,
2373,3,2351,It's a shame that the apartment doesn't have its own parking space.,It's a shame that the apartment doesn't have its own parking space.,-0.0749,0.0022,358.730,361.407,transcript_media/en/ZS_F3_2373_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 05:58.73-06:01.41,
2374,3,2351,Why do you want to borrow my car? Why don't you use your own?,Why do you want to borrow my car? Why don't you use your own?,-0.1543,0.0350,374.517,377.669,transcript_media/en/ZS_F3_2374_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 06:14.52-06:17.67,
2375,3,2351,I'd like to have a garden so that I could grow my own vegetables.,I'd like to have a garden so that I could grow my own vegetables.,-0.1591,0.0096,391.387,394.482,transcript_media/en/ZS_F3_2375_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 06:31.39-06:34.48,
2376,3,2351,I traveled around Japan on my own.,I traveled around Japan on my own.,-0.2610,0.0151,406.947,409.263,transcript_media/en/ZS_F3_2376_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 06:46.95-06:49.26,
2377,3,2351,She raises her children as a single mother on her own.,She raises her children as a single mother on her own.,-0.1254,0.0101,421.769,425.092,transcript_media/en/ZS_F3_2377_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 07:01.77-07:05.09,
2378,3,2351,Student drivers are not allowed to drive by themselves.,Student drivers are not allowed to drive by themselves.,-0.1744,0.0087,439.358,441.892,transcript_media/en/ZS_F3_2378_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 07:19.36-07:21.89,
2379,3,2351,Sorry I'm late. There was a lot of traffic.,Sorry I'm late. There was a lot of traffic.,-0.1499,0.0092,453.831,456.182,transcript_media/en/ZS_F3_2379_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 07:33.83-07:36.18,
2380,3,2351,Things are more expensive now. There's been a big increase in the cost of living.,Things are more expensive now. There's been a big increase in the cost of living.,-0.1380,0.0121,470.044,473.261,transcript_media/en/ZS_F3_2380_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 07:50.04-07:53.26,
2381,3,2351,I wasn't expecting them to come. It was a complete surprise.,I wasn't expecting them to come. It was a complete surprise.,-0.1973,0.0071,487.239,490.142,transcript_media/en/ZS_F3_2381_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 08:07.24-08:10.14,
2382,3,2351,The new restaurant's very good. I went there last night.,The new restaurant's very good. I went there last night.,-0.1252,0.0104,503.004,506.551,transcript_media/en/ZS_F3_2382_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 08:23.00-08:26.55,
2383,3,2351,"Is there a flight to Madrid tonight? There might be, let me check.","Is there a flight to Madrid tonight? There might be, let me check.",-0.2541,0.0179,519.095,520.343,transcript_media/en/ZS_F3_2383_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 08:39.09-08:40.34,
2384,3,2351,"If people drove more carefully, there wouldn't be so many accidents.","If people drove more carefully, there wouldn't be so many accidents.",-0.1880,0.0023,535.878,539.174,transcript_media/en/ZS_F3_2384_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 08:55.88-08:59.17,
2385,3,2351,"I heard music, so there must have been somebody at home.","I heard music, so there must have been somebody at home.",-0.1274,0.0110,556.004,558.694,transcript_media/en/ZS_F3_2385_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 09:16.00-09:18.69,
2386,3,2351,"They live on a big street, so there must be a lot of noise from the traffic.","They live on a big street, so there must be a lot of noise from the traffic.",-0.0643,0.0139,571.803,575.416,transcript_media/en/ZS_F3_2386_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 09:31.80-09:35.42,
2387,3,2351,That building is now a supermarket. It used to be a movie theater.,That building is now a supermarket. It used to be a movie theater.,-0.1678,0.0128,589.755,593.069,transcript_media/en/ZS_F3_2387_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 09:49.76-09:53.07,
2388,3,2351,There's bound to be a flight to Madrid tonight.,There's bound to be a flight to Madrid tonight.,-0.0850,0.0053,607.104,609.196,transcript_media/en/ZS_F3_2388_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 10:07.10-10:09.20,
2389,3,2351,"After the lecture, there will be an opportunity to ask questions.","After the lecture, there will be an opportunity to ask questions.",-0.1519,0.0095,621.914,625.199,transcript_media/en/ZS_F3_2389_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 10:21.91-10:25.20,
2390,3,2351,"I like the place where I live, but it'd be nicer to live by the ocean.","I like the place where I live, but it'd be nicer to live by the ocean.",-0.1440,0.0077,637.856,641.325,transcript_media/en/ZS_F3_2390_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 10:37.86-10:41.32,
2391,3,2351,"I was told that there would be someone to meet me at the airport, but there wasn't.","I was told that there would be someone to meet me at the airport, but there wasn't.",-0.1338,0.0054,657.209,661.064,transcript_media/en/ZS_F3_2391_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 10:57.21-11:01.06,
2392,3,2351,She went out without any money.,She went out without any money.,-0.3414,0.0209,675.579,677.157,transcript_media/en/ZS_F3_2392_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 11:15.58-11:17.16,
2393,3,2351,He refused to eat anything.,He refused to eat anything.,-0.1402,0.0200,688.054,689.570,transcript_media/en/ZS_F3_2393_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 11:28.05-11:29.57,
2394,3,2351,Hardly anybody passed the examination.,Hardly anybody passed the examination.,-0.3250,0.0086,700.906,703.127,transcript_media/en/ZS_F3_2394_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 11:40.91-11:43.13,
2395,3,2351,"If anyone has any questions, I'll be glad to answer them.","If anyone has any questions, I'll be glad to answer them.",-0.0782,0.0067,713.923,716.772,transcript_media/en/ZS_F3_2395_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 11:53.92-11:56.77,
2396,3,2351,Let me know if you need anything.,Let me know if you need anything.,-0.2965,0.0329,730.650,732.044,transcript_media/en/ZS_F3_2396_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 12:10.65-12:12.04,
2397,3,2351,I'm sorry for any trouble I've caused.,I'm sorry for any trouble I've caused.,-0.1351,0.0123,743.220,745.217,transcript_media/en/ZS_F3_2397_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 12:23.22-12:25.22,
2398,3,2351,Anyone who wants to take the exam should tell me by Friday.,Anyone who wants to take the exam should tell me by Friday.,-0.1593,0.0106,758.471,761.367,transcript_media/en/ZS_F3_2398_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 12:38.47-12:41.37,
2399,3,2351,Someone's forgotten their umbrella.,Someone's forgotten their umbrella.,-0.1970,0.0046,774.594,776.562,transcript_media/en/ZS_F3_2399_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 12:54.59-12:56.56,
2400,3,2351,We had to walk home because there was no bus.,We had to walk home because there was no bus.,-0.1258,0.0108,786.930,789.100,transcript_media/en/ZS_F3_2400_en.mp3,GLOSSIKA-ENZS-F3-GMS-2351A.mp3,F3-GMS-2351A 13:06.93-13:09.10,
2401,3,2401,She'll have no difficulty finding a job.,She'll have no difficulty finding a job.,-0.1221,0.0166,0.000,6.758,transcript_media/en/ZS_F3_2401_en.mp3,GLOSSIKA-ENZS-F3-GMS-2401A.mp3,F3-GMS-2401A 00:00.00-00:06.76,
2402,3,2401,There were no stores open.,There were no stores open.,-0.2294,0.0157,18.101,21.050,transcript_media/en/ZS_F3_2402_en.mp3,GLOSSIKA-ENZS-F3-GMS-2401A.mp3,F3-GMS-2401A 00:18.10-00:21.05,
2403,3,2401,All the tickets have been sold. There are none left.,All the tickets have been sold. There are none left.,-0.1431,0.0115,31.322,32.877,transcript_media/en/ZS_F3_2403_en.mp3,GLOSSIKA-ENZS-F3-GMS-2401A.mp3,F3-GMS-2401A 00:31.32-00:32.88,
2404,3,2401,This money is all yours. None of it is mine.,This money is all yours. None of it is mine.,-0.0762,0.0314,45.096,47.570,transcript_media/en/ZS_F3_2404_en.mp3,GLOSSIKA-ENZS-F3-GMS-2401A.mp3,F3-GMS-2401A 00:45.10-00:47.57,
2405,3,2401,None of the stores were open.,None of the stores were open.,-0.2355,0.0156,59.599,61.697,transcript_media/en/ZS_F3_2405_en.mp3,GLOSSIKA-ENZS-F3-GMS-2401A.mp3,F3-GMS-2401A 00:59.60-01:01.70,
2406,3,2401,The house is empty. There's no one living there.,The house is empty. There's no one living there.,-0.1045,0.0342,72.407,73.825,transcript_media/en/ZS_F3_2406_en.mp3,GLOSSIKA-ENZS-F3-GMS-2401A.mp3,F3-GMS-2401A 01:12.41-01:13.83,
2407,3,2401,We had nothing to eat.,We had nothing to eat.,-0.2689,0.0182,86.101,88.507,transcript_media/en/ZS_F3_2407_en.mp3,GLOSSIKA-ENZS-F3-GMS-2401A.mp3,F3-GMS-2401A 01:26.10-01:28.51,
2408,3,2401,Herman didn't tell anyone about his plans.,Herman didn't tell anyone about his plans.,-0.2059,0.0074,98.650,100.128,transcript_media/en/ZS_F3_2408_en.mp3,GLOSSIKA-ENZS-F3-GMS-2401A.mp3,F3-GMS-2401A 01:38.65-01:40.13,
2409,3,2401,"No one did what I asked them to do, did they?","No one did what I asked them to do, did they?",-0.1169,0.0249,112.815,115.305,transcript_media/en/ZS_F3_2409_en.mp3,GLOSSIKA-ENZS-F3-GMS-2401A.mp3,F3-GMS-2401A 01:52.82-01:55.31,
2410,3,2401,"The accident looked serious, but fortunately nobody was injured.","The accident looked serious, but fortunately nobody was injured.",-0.1286,0.0020,127.680,130.624,transcript_media/en/ZS_F3_2410_en.mp3,GLOSSIKA-ENZS-F3-GMS-2401A.mp3,F3-GMS-2401A 02:07.68-02:10.62,
2411,3,2401,I don't know anything about economics.,I don't know anything about economics.,-0.1675,0.0174,145.696,149.967,transcript_media/en/ZS_F3_2411_en.mp3,GLOSSIKA-ENZS-F3-GMS-2401A.mp3,F3-GMS-2401A 02:25.70-02:29.97,
2412,3,2401,We didn't spend much money.,We didn't spend much money.,-0.1552,0.0117,160.922,162.383,transcript_media/en/ZS_F3_2412_en.mp3,GLOSSIKA-ENZS-F3-GMS-2401A.mp3,F3-GMS-2401A 02:40.92-02:42.38,
2413,3,2401,There's no need to hurry. We've got plenty of time.,There's no need to hurry. We've got plenty of time.,-0.0982,0.0111,172.790,174.326,transcript_media/en/ZS_F3_2413_en.mp3,GLOSSIKA-ENZS-F3-GMS-2401A.mp3,F3-GMS-2401A 02:52.79-02:54.33,
